eps,mu,width,length,time_series_0,time_series_1,time_series_2,time_series_3,time_series_4,time_series_5,time_series_6,time_series_7,time_series_8,time_series_9,time_series_10,time_series_11,time_series_12,time_series_13,time_series_14,time_series_15,time_series_16,time_series_17,time_series_18,time_series_19
10.0,1.0,80.0,140.0,0.0,0.0,0.0,-0.002019427031739693,0.0,0.0,0.0,-0.008540368551382523,0.0,0.0,0.0,0.0,0.0,-0.008190812113125022,0.0,0.0,0.0,0.04399815301849282,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,0.0,-0.0034936054825378347,0.0,0.0,0.0,-0.0071267307555637986,0.0,0.0,0.0,0.0,0.0,-0.009801053656076204,0.0,0.0,0.0,0.04377990975776796,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,0.0,-0.005382780419920874,0.0,0.0,0.0,-0.004733136091338294,0.0,0.0,0.0,0.0,0.0,-0.010536753830152098,0.0,0.0,0.0,0.043936866344624355,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,0.0,-0.007386942044145536,0.0,0.0,0.0,-0.003622586072473843,0.0,0.0,0.0,0.0,0.0,-0.010418458993996698,0.0,0.0,0.0,0.04288118949316695,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,0.0,-0.009079187906430359,0.0,0.0,0.0,-0.00202430063847278,0.0,0.0,0.0,0.0,0.0,-0.009701997237134172,0.0,0.0,0.0,0.04136144376039504,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,0.0,-0.01004140607870778,0.0,0.0,0.0,-0.0002619389009216648,0.0,0.0,0.0,0.0,0.0,-0.009073690025293063,0.0,0.0,0.0,0.03991666060353065,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,0.0,-0.010063430775475753,0.0,0.0,0.0,0.0008360327176923147,0.0,0.0,0.0,0.0,0.0,-0.009197813459420437,0.0,0.0,0.0,0.037175324887050026,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,0.0,-0.009460620142508255,0.0,0.0,0.0,0.002619171755048697,0.0,0.0,0.0,0.0,0.0,-0.00951278735930678,0.0,0.0,0.0,0.034413845697711797,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,0.0,-0.0088914591763316,0.0,0.0,0.0,0.0043687968920895276,0.0,0.0,0.0,0.0,0.0,-0.009136963409313777,0.0,0.0,0.0,0.0315658864547278,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,0.0,-0.008639505406715748,0.0,0.0,0.0,0.005768493554139865,0.0,0.0,0.0,0.0,0.0,-0.008457949589014923,0.0,0.0,0.0,0.02757373342815312,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,0.0,-0.00864824777520168,0.0,0.0,0.0,0.00780004247517624,0.0,0.0,0.0,0.0,0.0,-0.007544798055131878,0.0,0.0,0.0,0.0238132427666485,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,0.0,-0.008844079815614907,0.0,0.0,0.0,0.008936350112615883,0.0,0.0,0.0,0.0,0.0,-0.005816996057748761,0.0,0.0,0.0,0.019763182987155875,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,0.0,-0.008549695014896577,0.0,0.0,0.0,0.009421269806993666,0.0,0.0,0.0,0.0,0.0,-0.004614877032222032,0.0,0.0,0.0,0.014974106586766317,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,0.0,-0.007149529485852617,0.0,0.0,0.0,0.01130327459502131,0.0,0.0,0.0,0.0,0.0,-0.004786262764767193,-9.596104176497392e-20,0.0,0.0,0.01068454620222227,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,0.0,-0.005704539837661107,0.0,0.0,0.0,0.012996663144280596,0.0,0.0,0.0,0.0,0.0,-0.00387787513497391,-1.7721773965356475e-18,0.0,0.0,0.005928749923391645,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,0.0,-0.005108743453081686,0.0,0.0,0.0,0.013457404312705826,0.0,0.0,0.0,0.0,0.0,-0.001472712677284233,-4.708068485101793e-17,0.0,0.0,0.0008114483513441337,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,0.0,-0.00426066254210941,0.0,0.0,0.0,0.01392858242587447,0.0,0.0,0.0,0.0,0.0,-0.0002787878455643056,-6.9289159118238e-16,0.0,0.0,-0.003641659809727124,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,-2.581755119828867e-21,-0.0030359561276978335,0.0,0.0,0.0,0.014343060147174767,0.0,0.0,0.0,0.0,0.0,0.0003859743935338343,-8.297567572087268e-15,0.0,0.0,-0.008517067094262337,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,-5.16032840016252e-20,-0.0024723687474886174,0.0,0.0,0.0,0.015166747388534156,0.0,0.0,0.0,0.0,0.0,0.0022452846991001616,-8.13766971876433e-14,0.0,0.0,-0.013310748101667231,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,-1.4985274584176402e-18,-0.001273667023578389,0.0,0.0,0.0,0.0161756276763421,0.0,0.0,0.0,0.0,0.0,0.003427529639240791,-6.694771415486472e-13,0.0,0.0,-0.01748162208159895,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,-2.3872489218477306e-17,0.0011782170177219947,0.0,0.0,0.0,0.015585702238494207,0.0,0.0,0.0,0.0,0.0,0.003839385537435007,-4.757335237955463e-12,0.0,0.0,-0.02200440254091248,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,-3.1165851674267567e-16,0.002278302988484451,0.0,0.0,0.0,0.014739358713951113,0.0,0.0,0.0,0.0,0.0,0.005600882841456795,-2.96664466146644e-11,0.0,0.0,-0.02597285451320416,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,-3.323093477906987e-15,0.002176173780253473,0.0,0.0,0.0,0.015093027891912036,0.0,0.0,0.0,0.0,0.0,0.007468215573502012,-1.6438952174963795e-10,0.0,0.0,-0.029345071739127836,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,-2.9764173875011645e-14,0.003663892471801983,0.0,0.0,0.0,0.015054099541079795,0.0,0.0,0.0,0.0,0.0,0.00807189799591577,-8.18267015526256e-10,0.0,0.0,-0.03294475988120619,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,-2.304389362483195e-13,0.005652325149064748,0.0,0.0,0.0,0.014289856122263913,0.0,0.0,0.0,0.0,0.0,0.008618739301813977,-3.689429860378812e-09,0.0,0.0,-0.035727485806367656,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,-1.5664160174114501e-12,0.0063849302732469256,0.0,0.0,0.0,0.013136216693456791,0.0,0.0,0.0,0.0,0.0,0.009400102842472138,-1.5170249531875188e-08,0.0,0.0,-0.038009892710830766,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,-9.470120909016911e-12,0.007306112281662196,0.0,0.0,0.0,0.011692045452539731,0.0,0.0,0.0,0.0,0.0,0.010463862718081153,-5.7209262589714427e-08,0.0,0.0,-0.04023427734106945,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,-5.147790771951148e-11,0.00850084916390269,0.0,0.0,0.0,0.011138021734837892,0.0,0.0,0.0,0.0,0.0,0.011787547710601257,-1.9880265361282203e-07,0.0,0.0,-0.04146630810920131,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,-2.537241268194886e-10,0.00898985537351249,0.0,0.0,0.0,0.010519489262779926,0.0,0.0,0.0,0.0,0.0,0.011887650927539965,-6.3906045590365e-07,0.0,0.0,-0.042410452449752015,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,-1.141767568190265e-09,0.00969377481610757,-5.0277691114319956e-26,0.0,0.0,0.00848951624709081,0.0,0.0,0.0,0.0,0.0,0.01141746452557517,-1.9064756793630712e-06,0.0,0.0,-0.04307932734063516,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,-4.7184290239895595e-09,0.010623987259681387,-1.2342004550494978e-24,0.0,0.0,0.006631000258255678,0.0,0.0,0.0,0.0,0.0,0.012160621559842509,-5.2923962609628206e-06,0.0,0.0,-0.042677550349643975,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,-1.7993791840746813e-08,0.011129714039456463,-4.5008718642470294e-23,0.0,0.0,0.005402532424561259,0.0,0.0,0.0,0.0,0.0,0.01277095362582861,-1.3700736574535107e-05,0.0,0.0,-0.04209989353700311,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,-6.357891241561705e-08,0.01165331915120335,-8.807634884939852e-22,0.0,0.0,0.004031717856346284,0.0,0.0,0.0,0.0,0.0,0.012383955519480573,-3.313221095102499e-05,0.0,0.0,-0.04107616588546781,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,-2.0886141812934438e-07,0.011653099664275227,-1.4356863477959964e-20,0.0,0.0,0.0026020305551692317,0.0,0.0,0.0,0.0,0.0,0.012066044723571019,-7.49444832368541e-05,0.0,-1.3526810887014465e-27,-0.039157149831493286,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,-6.397510386512186e-07,0.011208575252337656,-1.8984669270247411e-19,0.0,0.0,0.0005108819026289802,0.0,0.0,0.0,0.0,0.0,0.011606373094407032,-0.00015871102015011396,0.0,-3.5261251908944235e-26,-0.03717908687443145,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,-1.8315398328328454e-06,0.011749168400101949,-2.1164383888173726e-18,0.0,0.0,-0.0016405761185811201,0.0,0.0,0.0,0.0,0.0,0.011096472766612813,-0.0003148339562896532,0.0,-1.3733017566613718e-24,-0.03455392231162309,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,-4.9106616564766315e-06,0.012173502363792499,-2.0418043967999907e-17,0.0,0.0,-0.0027078182334744176,0.0,0.0,0.0,0.0,0.0,0.010866498051306033,-0.0005851012364586621,0.0,-2.8538386887763816e-23,-0.031264814718952524,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,-1.2350528077876524e-05,0.011215415420069211,-1.731423907394314e-16,0.0,0.0,-0.004027367651484728,0.0,0.0,0.0,0.0,0.0,0.009949651157635473,-0.0010184962248055726,0.0,-4.961005924309598e-22,-0.02807511941024727,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,-2.917458082531312e-05,0.010372509042372923,-1.3082500677628176e-15,0.0,0.0,-0.0060067413499020365,0.0,0.0,0.0,0.0,0.0,0.008807379923113647,-0.0016595977515560564,0.0,-6.983004895947066e-21,-0.02422405512713613,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,-6.478982628482239e-05,0.010089691007541608,-8.903960437322146e-15,0.0,0.0,-0.007631102414103745,0.0,0.0,0.0,0.0,0.0,0.008133083711072006,-0.0025289117593596,0.0,-8.295136307800508e-20,-0.019977806163673326,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,-0.00013535219976748694,0.009654966067910989,-5.5057801807871196e-14,0.0,0.0,-0.009077599614707754,0.0,0.0,0.0,0.0,0.0,0.0069295786366754255,-0.0035989285322440678,0.0,-8.52876643615017e-19,-0.015845067444589953,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,-0.0002660832599556244,0.009067506391409418,-3.115457899864894e-13,0.0,0.0,-0.010102166131155261,0.0,0.0,0.0,0.0,0.0,0.005599610831629754,-0.004775551643551147,0.0,-7.710098916191122e-18,-0.011141326504986455,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,-0.0004922253803428768,0.007782969901429867,-1.6229869550207892e-12,0.0,0.0,-0.010928949587047366,0.0,0.0,0.0,0.0,0.0,0.004747667578016832,-0.005898755376454791,0.0,-6.21321536386072e-17,-0.00644705473417477,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,-0.0008565770014231944,0.0062854281284044425,-7.823659300980233e-12,0.0,0.0,-0.012429996465757532,0.0,0.0,0.0,0.0,0.0,0.0034037131124457602,-0.0067741067358693,0.0,-4.511850843604436e-16,-0.0018908395720778903,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,-0.001401340034270546,0.005723171586289504,-3.5050737377833e-11,0.0,0.0,-0.013512071904744856,0.0,0.0,0.0,0.0,0.0,0.0018584662223681452,-0.007234540636080158,0.0,-2.978073952547427e-15,0.0031383505130165995,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,-0.002153116321411754,0.004931164809947321,-1.464884221322978e-10,0.0,0.0,-0.013778751299978555,0.0,0.0,0.0,0.0,0.0,0.0005972449904380482,-0.007212581577247931,0.0,-1.799723438027557e-14,0.007852946869923813,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,-0.003102901338959507,0.0033010829041890434,-5.729700316620324e-10,0.0,0.0,-0.014255538106048559,-1.0668680766733867e-32,0.0,0.0,0.0,0.0,-0.0008137821853251601,-0.006787111760545412,0.0,-1.0018591150782485e-13,0.012365765622368723,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,-0.004187473016978031,0.0019657437907801677,-2.1032884575640625e-09,0.0,0.0,-0.014649798923584917,-3.3081099307108857e-31,0.0,0.0,0.0,0.0,-0.0019069175946683369,-0.006167720308908779,0.0,-5.163837340249628e-13,0.017073541223306513,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,-0.0052827180007563165,0.0007551049025106354,-7.263722515506353e-09,0.0,0.0,-0.014927874936073188,-1.5550480033866624e-29,0.0,0.0,0.0,0.0,-0.0030208849565319233,-0.005604836875521201,0.0,-2.4752494844271756e-12,0.02124631360825182,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,-0.006219905682833101,-0.0004931530875040377,-2.364981178437579e-08,0.0,0.0,-0.015121070855252768,-3.843925176660617e-28,0.0,0.0,0.0,0.0,-0.0048089886969625295,-0.005261949215584907,0.0,-1.1076395222159922e-11,0.025277244276794363,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,-0.006829441804670225,-0.0014977097054156142,-7.272681823652739e-08,0.0,0.0,-0.014535082610998952,-8.036462755688959e-27,0.0,0.0,0.0,0.0,-0.006066043653948728,-0.005122064679736722,0.0,-4.6424053548775923e-11,0.029206247739330303,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,-0.0070027163725028775,-0.002924275170200124,-2.1156282291731618e-07,0.0,0.0,-0.013971918585532848,-1.3536015764020907e-25,0.0,0.0,0.0,0.0,-0.006695424681976107,-0.00499169160778352,0.0,-1.827679451020501e-10,0.03236676221712304,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,-0.006746833770966189,-0.004356329825025568,-5.829620730195255e-07,0.0,0.0,-0.013789079761826589,-1.9296187131412888e-24,0.0,0.0,0.0,0.0,-0.0077326169689987834,-0.004620107785609854,0.0,-6.775768386037045e-10,0.03538127113985659,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,-0.006199751038540379,-0.005212470526081699,-1.5232888775420038e-06,0.0,0.0,-0.013016555214518468,-2.381389702357665e-23,0.0,0.0,0.0,0.0,-0.008835832717175243,-0.003876288662011699,0.0,-2.3706672206866146e-09,0.03808044597656281,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,-0.005583703505024259,-0.006347024670966469,-3.7780039457566595e-06,0.0,0.0,-0.011996090290403485,-2.586135432202559e-22,0.0,0.0,0.0,0.0,-0.009867070407980323,-0.0028503548073800433,0.0,-7.842741252292732e-09,0.039981494048777086,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,-0.005104899466857586,-0.007481899760802178,-8.90008304472126e-06,0.0,0.0,-0.010919179427163748,-2.506038254864194e-21,0.0,0.0,0.0,0.0,-0.01064849017277099,-0.0017891023651111643,0.0,-2.4573978220083706e-08,0.04167962610679726,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,-0.004846115284992497,-0.008142713184952207,-1.9925490199309004e-05,0.0,0.0,-0.00956315744778276,-2.190390380016567e-20,0.0,0.0,0.0,0.0,-0.010692002557949174,-0.0009277336115091157,0.0,-7.303352968241359e-08,0.042777589088130924,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,-0.004717317735808357,-0.00906165147822081,-4.240902678365314e-05,0.0,0.0,-0.008498386424063217,-1.7420888103027555e-19,0.0,0.0,0.0,0.0,-0.011055010721961618,-0.0003279361123690867,0.0,-2.0613401693780557e-07,0.04315457404142263,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,-0.004504828957020751,-0.009890503651875744,-8.582455397197785e-05,0.0,0.0,-0.007197977954471951,-1.2700640259717286e-18,0.0,0.0,0.0,0.0,-0.011938125933345197,0.00019122641953598897,0.0,-5.53118162797488e-07,0.04337936032124105,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,-0.00400401994817379,-0.010299375235043635,-0.00016514096189010482,0.0,0.0,-0.00534117777360644,-8.540207077921623e-18,0.0,0.0,0.0,-8.414455576646184e-38,-0.012068471407067268,0.000902542622712089,0.0,-1.412249222803292e-06,0.042844123946079296,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,-0.003161661515492987,-0.010794542549769082,-0.000302055676581065,0.0,-3.4078545085417063e-38,-0.003819913822837221,-5.3245422722782166e-17,0.0,0.0,0.0,-3.024801200321175e-36,-0.011731049672006258,0.0018787212912530944,0.0,-3.433537135064894e-06,0.04165582385223093,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,-0.002123509922855142,-0.01099070018524643,-0.0005249465837658548,0.0,-1.237994333262535e-36,-0.00231577670974392,-3.091961934128428e-16,0.0,0.0,0.0,-1.6658596169893787e-34,-0.011462180292780327,0.0029467025588883373,0.0,-7.953361932796902e-06,0.040275751922806524,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,-0.001136505054361661,-0.011066210475215204,-0.0008662598939212719,0.0,-6.894885872514277e-35,-0.0005906622741267094,-1.6789212472632856e-15,0.0,0.0,0.0,-4.77366700688877e-33,-0.011196064832371986,0.0039000998132502204,0.0,-1.7559446264434832e-05,0.03814698973708646,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,-0.0003781028701422217,-0.011453485196689494,-0.001356097514733069,0.0,-1.996667654035551e-33,0.0009612165422447862,-8.553850437893434e-15,0.0,0.0,0.0,-1.1663700362944295e-31,-0.011174783149997135,0.004581117095869034,0.0,-3.6959421702682136e-05,0.03561122434177588,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,0.00016404444320782994,-0.011254005182958104,-0.002011582351733418,0.0,-4.932724187281556e-32,0.002779457040789559,-4.1014606188584366e-14,0.0,0.0,0.0,-2.2869987857213845e-30,-0.010632474583722622,0.004975208418764431,0.0,-7.416968695846955e-05,0.03282377758405197,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,0.0006879526328594961,-0.010631694277037376,-0.0028233932259120837,0.0,-9.776859688912642e-31,0.004517117706234879,-1.855744590642441e-13,0.0,0.0,0.0,-3.8039511620352764e-29,-0.009351495254393088,0.005403306821454949,0.0,-0.00014189734436737182,0.02928667463888051,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,0.0014181798663494575,-0.010380020058940113,-0.0037434264317337995,0.0,-1.6440627526120892e-29,0.00581087285480496,-7.94193611967444e-13,0.0,0.0,0.0,-5.477255459323138e-28,-0.008571928883591762,0.006138881539187903,0.0,-0.0002587328205053631,0.02559732131798472,0.0,0.0
10.0,1.0,80.0,140.0,0.0,0.0,0.0023854642350698866,-0.009998889807213068,-0.004679865517841546,0.0,-2.3932746224431273e-28,0.007393828421641804,-3.221625625937516e-12,0.0,0.0,0.0,-6.94425574891738e-27,-0.008039537089476863,0.006885086029175735,-6.090685961610311e-41,-0.00044942735736565087,0.02172661899375311,-6.090685961610311e-41,0.0
10.0,1.0,80.0,140.0,0.0,0.0,0.003397633284066224,-0.009410380625333599,-0.005506347408341208,0.0,-3.067749450841855e-27,0.008936886703690956,-1.2410139267130904e-11,0.0,0.0,0.0,-7.860985978115601e-26,-0.007012539184191993,0.007333189255079364,-2.3746168889589067e-39,-0.0007432107649042268,0.017278929090782574,-2.3746168889589057e-39,0.0
